"","FIPS","State","County","2010_Census_Population","Population_Estimate_2011","Population_Estimate_2012","Population_Estimate_2013","Population_Estimate_2014","Population_Estimate_2015","Population_Estimate_2016","Population_Estimate_2017","Population_Estimate_2018"
"2380",46037," SD","Day County",5710,5739,5592,5574,5501,5496,5513,5515,5505
"2381",46039," SD","Deuel County",4364,4366,4375,4310,4320,4325,4256,4293,4337
"2382",46041," SD","Dewey County",5301,5396,5530,5579,5659,5698,5779,5857,5904
"2383",46043," SD","Douglas County",3002,2974,2948,2974,2928,2949,2911,2925,2935
"2384",46045," SD","Edmunds County",4071,4041,4011,4023,3969,3994,3938,3922,3875
"2385",46047," SD","Fall River County",7094,6956,6967,6806,6845,6796,6775,6695,6758
"2386",46049," SD","Faulk County",2364,2355,2355,2349,2320,2307,2317,2330,2330
"2387",46051," SD","Grant County",7356,7354,7397,7385,7312,7220,7219,7187,7147
"2388",46053," SD","Gregory County",4271,4220,4243,4232,4226,4192,4158,4218,4212
"2389",46055," SD","Haakon County",1937,1919,1922,1881,1846,1850,1885,1928,1918
"2390",46057," SD","Hamlin County",5903,5973,5954,5935,5960,5982,5919,6026,6111
"2391",46059," SD","Hand County",3431,3434,3377,3376,3340,3306,3275,3281,3262
"2392",46061," SD","Hanson County",3331,3375,3380,3404,3423,3389,3385,3411,3376
"2393",46063," SD","Harding County",1255,1275,1304,1259,1245,1268,1265,1241,1249
"2394",46065," SD","Hughes County",17022,17307,17432,17426,17624,17551,17591,17670,17650
"2395",46067," SD","Hutchinson County",7343,7246,7254,7188,7225,7268,7324,7376,7380
"2396",46069," SD","Hyde County",1420,1398,1429,1379,1393,1386,1333,1303,1282
"2397",46071," SD","Jackson County",3031,3154,3166,3229,3263,3276,3287,3301,3307
"2398",46073," SD","Jerauld County",2071,2075,2055,2072,2041,2020,2010,2033,2043
"2399",46075," SD","Jones County",1006,1003,991,972,956,917,931,926,928
"2400",46077," SD","Kingsbury County",5148,5170,5231,5066,5053,4953,4971,4937,4919
"2401",46079," SD","Lake County",11200,11557,11752,11911,12089,12333,12598,12792,13057
"2402",46081," SD","Lawrence County",24097,24326,24400,24937,24729,24825,25271,25606,25741
"2403",46083," SD","Lincoln County",44828,46801,48402,49896,51576,52962,54558,56668,58807
"2404",46085," SD","Lyman County",3755,3811,3778,3847,3858,3880,3901,3883,3821
"2405",46087," SD","McCook County",5618,5541,5566,5594,5547,5474,5479,5511,5546
"2406",46089," SD","McPherson County",2459,2451,2428,2423,2418,2397,2417,2408,2407
"2407",46091," SD","Marshall County",4656,4626,4690,4795,4729,4814,4821,4998,5112
"2408",46093," SD","Meade County",25434,25500,25846,26403,26720,26772,27353,27982,28294
"2409",46095," SD","Mellette County",2048,2072,2050,2046,2066,2024,2076,2067,2042
"2410",46097," SD","Miner County",2389,2325,2298,2312,2281,2208,2231,2214,2213
"2411",46099," SD","Minnehaha County",169468,171433,174761,177982,180832,183485,186522,190028,192876
"2412",46101," SD","Moody County",6486,6499,6492,6452,6435,6451,6523,6540,6579
"2413",46102," SD","Oglala Lakota County",13586,13897,14038,14127,14213,14360,14430,14364,14309
"2414",46103," SD","Pennington County",100948,102387,104222,105911,107508,108068,108945,110221,111729
"2415",46105," SD","Perkins County",2982,3009,3023,3017,3014,2975,2956,2953,2922
"2416",46107," SD","Potter County",2329,2370,2338,2355,2304,2292,2252,2212,2207
"2417",46109," SD","Roberts County",10149,10290,10323,10238,10278,10204,10190,10307,10447
"2418",46111," SD","Sanborn County",2355,2355,2318,2325,2331,2348,2378,2454,2429
"2419",46115," SD","Spink County",6415,6563,6738,6664,6655,6554,6493,6517,6495
"2420",46117," SD","Stanley County",2966,2978,2976,2979,2980,2975,3013,2994,3022
"2421",46119," SD","Sully County",1373,1374,1428,1435,1405,1402,1414,1409,1392
"2422",46121," SD","Todd County",9612,9841,9904,9988,9942,10034,10227,10245,10283
"2423",46123," SD","Tripp County",5644,5631,5517,5522,5507,5418,5488,5450,5478
"2424",46125," SD","Turner County",8347,8353,8298,8305,8191,8132,8261,8314,8424
"2425",46127," SD","Union County",14399,14639,14797,14757,14988,14918,15115,15247,15619
"2426",46129," SD","Walworth County",5438,5559,5446,5485,5503,5405,5494,5561,5587
"2427",46135," SD","Yankton County",22438,22497,22581,22640,22675,22684,22657,22699,22869
"2428",46137," SD","Ziebach County",2801,2839,2879,2853,2859,2838,2873,2754,2742
"2429",47001," TN","Anderson County",75129,75170,75191,75268,75139,75485,75583,76187,76482
"2430",47003," TN","Bedford County",45058,45240,45271,45613,46288,46922,47402,48138,49038
"2431",47005," TN","Benton County",16489,16488,16414,16360,16173,16184,16058,15959,16184
"2432",47007," TN","Bledsoe County",12876,12909,12853,13848,14419,14489,14615,14730,14755
"2433",47009," TN","Blount County",123010,123659,123905,124865,125839,126869,128259,129900,131349
"2434",47011," TN","Bradley County",98963,99851,101072,101786,102795,103714,104233,105317,106727
"2435",47013," TN","Campbell County",40716,40567,40478,40217,39891,39683,39652,39626,39583
"2436",47015," TN","Cannon County",13801,13724,13803,13705,13612,13743,13897,14168,14462
"2437",47017," TN","Carroll County",28522,28536,28661,28600,28370,27968,27899,27833,28020
"2438",47019," TN","Carter County",57424,57369,57268,56930,56282,56374,56473,56476,56351
"2439",47021," TN","Cheatham County",39105,38978,39225,39340,39611,39573,39735,40285,40439
"2440",47023," TN","Chester County",17131,17128,17054,17083,17112,17106,17122,17135,17276
"2441",47025," TN","Claiborne County",32213,32088,31748,31617,31541,31535,31597,31635,31756
"2442",47027," TN","Clay County",7861,7765,7724,7710,7645,7691,7684,7691,7717
"2443",47029," TN","Cocke County",35662,35403,35455,35327,35205,35068,35150,35481,35774
"2444",47031," TN","Coffee County",52796,52916,53149,53299,53522,54092,54399,54941,55700
"2445",47033," TN","Crockett County",14586,14557,14608,14609,14653,14592,14458,14465,14328
"2446",47035," TN","Cumberland County",56053,56529,56900,57341,57851,58137,58506,59005,59673
"2447",47037," TN","Davidson County",626681,635827,649402,660456,670180,680884,687430,689006,692587
"2448",47039," TN","Decatur County",11757,11684,11636,11672,11683,11595,11707,11725,11706
"2449",47041," TN","DeKalb County",18723,18767,18865,19147,19251,19308,19460,19846,20138
"2450",47043," TN","Dickson County",49666,49921,50111,50132,50473,51327,51908,52785,53446
"2451",47045," TN","Dyer County",38335,38110,38181,38090,37811,37775,37570,37403,37320
"2452",47047," TN","Fayette County",38413,38568,38673,38827,39040,39231,39615,40065,40507
"2453",47049," TN","Fentress County",17959,17994,17887,17910,17838,17859,17938,18120,18217
"2454",47051," TN","Franklin County",41052,40819,40673,41185,41272,41320,41493,41584,41890
"2455",47053," TN","Gibson County",49683,49828,49624,49332,49375,49215,49123,49118,49045
"2456",47055," TN","Giles County",29485,29322,28964,28807,28824,28967,29156,29385,29503
"2457",47057," TN","Grainger County",22657,22750,22688,22739,22861,22844,23089,23124,23145
"2458",47059," TN","Greene County",68831,69097,68698,68330,68467,68521,68511,68759,69087
"2459",47061," TN","Grundy County",13703,13587,13591,13448,13374,13335,13264,13334,13346
"2460",47063," TN","Hamblen County",62544,62829,62701,63047,62979,63375,63665,64111,64569
"2461",47065," TN","Hamilton County",336463,341098,345739,349074,350683,353769,357858,361132,364286
"2462",47067," TN","Hancock County",6819,6699,6660,6626,6624,6579,6588,6584,6549
"2463",47069," TN","Hardeman County",27253,26849,26546,26283,25930,25782,25477,25401,25220
"2464",47071," TN","Hardin County",26026,25869,25962,25927,25802,25754,25740,25783,25776
"2465",47073," TN","Hawkins County",56833,56532,56414,56582,56372,56251,56389,56470,56530
"2466",47075," TN","Haywood County",18787,18537,18247,18211,18173,17985,17807,17596,17335
"2467",47077," TN","Henderson County",27769,28011,28014,27947,27990,27969,27765,27726,27847
"2468",47079," TN","Henry County",32330,32405,32370,32230,32239,32134,32245,32420,32358
"2469",47081," TN","Hickman County",24690,24360,24191,24206,24443,24378,24660,24848,25063
"2470",47083," TN","Houston County",8426,8347,8404,8275,8219,8123,8100,8173,8263
"2471",47085," TN","Humphreys County",18538,18399,18285,18243,18146,18143,18367,18449,18486
"2472",47087," TN","Jackson County",11638,11532,11534,11544,11521,11526,11594,11677,11758
"2473",47089," TN","Jefferson County",51407,51903,52240,52120,52388,52981,53122,53732,54012
"2474",47091," TN","Johnson County",18244,18205,18147,17994,17932,17833,17761,17641,17778
"2475",47093," TN","Knox County",432226,436744,440757,444347,447892,451161,455650,460932,465289
"2476",47095," TN","Lake County",7832,7794,7721,7702,7670,7573,7516,7459,7411
"2477",47097," TN","Lauderdale County",27815,27688,27668,27573,27354,26916,25280,26108,25825
"2478",47099," TN","Lawrence County",41869,42067,42074,41925,42211,42450,42963,43327,43734
"2479",47101," TN","Lewis County",12161,12146,11942,11994,11897,11884,11893,12022,12086
"2480",47103," TN","Lincoln County",33361,33380,33373,33495,33442,33607,33555,33833,34117
"2481",47105," TN","Loudon County",48556,49118,49758,50330,50565,50909,51348,52175,53054
"2482",47107," TN","McMinn County",52266,52319,52376,52345,52555,52469,52660,52895,53285
"2483",47109," TN","McNairy County",26075,26055,26122,26031,26028,25864,25803,25989,25832
"2484",47111," TN","Macon County",22248,22450,22484,22632,22917,23052,23311,23892,24265
"2485",47113," TN","Madison County",98294,98050,98507,98729,98104,97578,97535,97586,97605
"2486",47115," TN","Marion County",28237,28096,28215,28310,28358,28383,28351,28418,28575
"2487",47117," TN","Marshall County",30617,30842,30917,31076,31242,31543,31944,32934,33683
"2488",47119," TN","Maury County",80956,81485,81991,83582,85370,87405,89546,92220,94340
"2489",47121," TN","Meigs County",11753,11668,11669,11651,11701,11790,11955,12056,12306
"2490",47123," TN","Monroe County",44519,44927,45094,45238,45392,45655,45879,46098,46357
"2491",47125," TN","Montgomery County",172331,176503,184688,184176,188964,192469,194538,200015,205950
"2492",47127," TN","Moore County",6362,6370,6306,6277,6296,6255,6284,6363,6411
"2493",47129," TN","Morgan County",21987,21996,21891,21661,21686,21485,21718,21514,21579
"2494",47131," TN","Obion County",31807,31666,31303,31013,30822,30574,30536,30403,30267
"2495",47133," TN","Overton County",22083,22156,22160,21966,21944,22062,21957,21990,22068
"2496",47135," TN","Perry County",7915,7861,7848,7878,7817,7848,7868,7962,8064
"2497",47137," TN","Pickett County",5077,5102,5043,5010,5074,5133,5089,5063,5082
"2498",47139," TN","Polk County",16825,16743,16611,16634,16686,16771,16791,16765,16898
"2499",47141," TN","Putnam County",72321,73042,73492,74108,74946,75071,75973,77366,78843
"2500",47143," TN","Rhea County",31809,32076,32332,32491,32558,32372,32425,32742,33044
"2501",47145," TN","Roane County",54181,53926,53565,53116,52823,52728,52862,52932,53140
"2502",47147," TN","Robertson County",66283,66702,66723,67245,67904,68466,69184,70154,71012
"2503",47149," TN","Rutherford County",262604,269016,274142,281062,288703,297949,307422,316677,324890
"2504",47151," TN","Scott County",22228,22102,22136,21997,21988,21889,21869,21985,22039
"2505",47153," TN","Sequatchie County",14112,14252,14346,14531,14638,14635,14747,14752,14876
"2506",47155," TN","Sevier County",89889,91101,92219,93314,94512,95386,96370,97277,97892
"2507",47157," TN","Shelby County",927644,933457,939533,939189,938576,937953,936759,935973,935764
"2508",47159," TN","Smith County",19166,19131,19103,19040,19026,19228,19444,19650,19942
"2509",47161," TN","Stewart County",13324,13230,13316,13299,13218,13197,13162,13368,13561
"2510",47163," TN","Sullivan County",156823,156886,156388,156288,156504,156310,156238,156951,157668
"2511",47165," TN","Sumner County",160645,163631,165820,168698,172243,175247,179143,183584,187149
"2512",47167," TN","Tipton County",61081,61255,61518,61566,61594,61535,61210,61311,61581
"2513",47169," TN","Trousdale County",7870,7810,7787,7804,7997,8045,9955,10855,11012
"2514",47171," TN","Unicoi County",18313,18300,18238,18063,17919,17791,17673,17755,17761
"2515",47173," TN","Union County",19109,19189,19101,19051,18987,19160,19225,19407,19688
"2516",47175," TN","Van Buren County",5548,5535,5631,5573,5654,5693,5699,5708,5765
"2517",47177," TN","Warren County",39839,39903,39745,39898,39991,40269,40443,40690,40878
"2518",47179," TN","Washington County",122979,123862,124775,125369,125753,126116,127186,127613,128607
"2519",47181," TN","Wayne County",17021,16942,16918,16852,16789,16680,16661,16556,16558
"2520",47183," TN","Weakley County",35021,34854,34547,34145,33990,33847,33580,33296,33415
"2521",47185," TN","White County",25841,26011,26019,26176,26234,26367,26449,26744,27107
"2522",47187," TN","Williamson County",183182,188448,193118,199111,205258,211524,218810,225920,231729
"2523",47189," TN","Wilson County",113993,116797,119025,121969,125196,128526,132428,136540,140625
"2524",48001," TX","Anderson County",58458,58394,58065,57977,57849,57646,57550,58212,58057
"2525",48003," TX","Andrews County",14786,15388,16113,16788,17445,18083,17805,17631,18128
"2526",48005," TX","Angelina County",86771,87295,87520,87333,87599,87874,87759,87711,87092
"2527",48007," TX","Aransas County",23158,23214,23457,23890,24570,24815,25191,25447,23792
"2528",48009," TX","Archer County",9054,8834,8809,8795,8837,8758,8780,8786,8786
"2529",48011," TX","Armstrong County",1901,1936,1953,1939,1913,1901,1843,1881,1892
"2530",48013," TX","Atascosa County",44911,45489,46430,47012,47708,48349,48703,49069,50310
"2531",48015," TX","Austin County",28417,28599,28561,28684,28972,29473,29636,29757,29989
"2532",48017," TX","Bailey County",7165,7175,7141,7128,6970,7222,7185,7054,7027
"2533",48019," TX","Bandera County",20485,20542,20594,20560,20816,21148,21705,22324,22824
"2534",48021," TX","Bastrop County",74171,75141,74858,75944,77994,80281,82827,84809,86976
"2535",48023," TX","Baylor County",3726,3695,3590,3578,3567,3609,3638,3559,3582
"2536",48025," TX","Bee County",31861,32311,32483,32812,32846,32612,32809,32599,32587
"2537",48027," TX","Bell County",310235,315780,324973,327061,330208,336174,341305,347851,355642
"2538",48029," TX","Bexar County",1714773,1755340,1789091,1821863,1858787,1896116,1929530,1958841,1986049
"2539",48031," TX","Blanco County",10497,10577,10627,10648,10817,11042,11323,11513,11702
"2540",48033," TX","Borden County",641,632,613,646,665,655,657,670,648
"2541",48035," TX","Bosque County",18212,18263,18130,17869,17719,17868,18014,18318,18691
"2542",48037," TX","Bowie County",92565,92922,93129,93487,93502,93494,93994,93977,94324
"2543",48039," TX","Brazoria County",313166,319159,324284,329986,337698,345617,353778,362700,370200
"2544",48041," TX","Brazos County",194851,197416,200261,204141,209030,216450,220156,223572,226758
"2545",48043," TX","Brewster County",9232,9352,9262,9290,9151,9136,9197,9330,9267
"2546",48045," TX","Briscoe County",1637,1658,1575,1561,1551,1515,1485,1518,1516
"2547",48047," TX","Brooks County",7223,7217,7199,7263,7234,7200,7200,7153,7114
"2548",48049," TX","Brown County",38106,37998,37811,37673,37555,37749,38074,37870,37924
"2549",48051," TX","Burleson County",17187,17324,17431,17269,17390,17614,17855,18068,18389
"2550",48053," TX","Burnet County",42750,43206,43370,43580,43951,44753,45852,46654,47542
"2551",48055," TX","Caldwell County",38066,38472,38690,39215,39721,40442,41169,42425,43247
"2552",48057," TX","Calhoun County",21381,21358,21578,21735,21821,21906,21977,21770,21561
"2553",48059," TX","Callahan County",13544,13511,13488,13501,13506,13591,13789,13968,13994
"2554",48061," TX","Cameron County",406220,413291,416098,417705,419467,420058,422137,423181,423908
"2555",48063," TX","Camp County",12401,12421,12491,12467,12664,12708,12786,12874,13033
"2556",48065," TX","Carson County",6182,6238,6090,5988,6037,6011,6095,6010,6005
"2557",48067," TX","Cass County",30464,30275,30029,30236,30121,30141,30073,29980,30119
"2558",48069," TX","Castro County",8062,8095,8263,8122,7929,7797,7783,7760,7665
"2559",48071," TX","Chambers County",35096,35687,36498,37362,38290,39068,40247,41399,42454
"2560",48073," TX","Cherokee County",50845,51093,51292,51111,51219,51594,51926,52182,52592
"2561",48075," TX","Childress County",7041,7026,7097,7054,7194,7167,7196,7281,7291
"2562",48077," TX","Clay County",10752,10667,10523,10454,10377,10357,10249,10495,10456
"2563",48079," TX","Cochran County",3127,3081,3027,3008,2944,2975,2910,2853,2836
"2564",48081," TX","Coke County",3320,3266,3201,3179,3215,3227,3261,3303,3370
"2565",48083," TX","Coleman County",8895,8744,8668,8527,8417,8316,8412,8415,8397
"2566",48085," TX","Collin County",782341,813338,836154,857422,885827,915665,943719,971393,1005146
"2567",48087," TX","Collingsworth County",3057,3085,3024,3100,3016,3013,3013,2978,2962
"2568",48089," TX","Colorado County",20874,20806,20726,20721,20705,20929,21030,21228,21217
"2569",48091," TX","Comal County",108472,112072,114836,118591,123195,128783,134346,140790,148373
"2570",48093," TX","Comanche County",13974,13865,13723,13556,13475,13389,13531,13547,13534
"2571",48095," TX","Concho County",4087,4132,4090,4129,4104,4175,4297,4311,4276
"2572",48097," TX","Cooke County",38437,38444,38722,38463,38771,39173,39355,39984,40574
"2573",48099," TX","Coryell County",75388,76642,78475,76787,76178,76197,74879,74883,74808
"2574",48101," TX","Cottle County",1505,1507,1485,1442,1429,1439,1402,1381,1389
"2575",48103," TX","Crane County",4375,4358,4527,4721,4904,5002,4783,4713,4794
"2576",48105," TX","Crockett County",3719,3652,3706,3764,3790,3738,3647,3555,3499
"2577",48107," TX","Crosby County",6059,6042,6034,5923,5825,5917,5912,5872,5779
"2578",48109," TX","Culberson County",2398,2393,2317,2306,2283,2256,2224,2237,2204
"2579",48111," TX","Dallam County",6703,6892,7065,7118,7224,7288,7293,7211,7200
"2580",48113," TX","Dallas County",2368139,2408170,2455921,2484988,2520434,2558913,2592844,2622799,2637772
"2581",48115," TX","Dawson County",13833,13746,13613,13219,13448,12990,12998,12766,12619
"2582",48117," TX","Deaf Smith County",19372,19522,19381,19195,19139,18851,18894,18851,18760
"2583",48119," TX","Delta County",5231,5146,5241,5118,5140,5157,5145,5286,5349
"2584",48121," TX","Denton County",662614,685709,707971,728774,753429,779528,807883,835330,859064
"2585",48123," TX","DeWitt County",20097,20206,20359,20378,20521,20634,20626,20208,20187
"2586",48125," TX","Dickens County",2444,2400,2321,2296,2215,2208,2201,2207,2249
"2587",48127," TX","Dimmit County",9996,10111,10476,10903,10999,10939,10722,10346,10308
"2588",48129," TX","Donley County",3677,3686,3644,3561,3484,3392,3389,3351,3319
"2589",48131," TX","Duval County",11782,11797,11589,11589,11519,11342,11429,11272,11212
"2590",48133," TX","Eastland County",18583,18580,18461,18284,18262,18165,18261,18342,18322
"2591",48135," TX","Ector County",137130,139645,144524,149714,154674,159933,157805,157173,162124
"2592",48137," TX","Edwards County",2002,1979,1990,1899,1904,1912,1912,1941,1928
"2593",48139," TX","Ellis County",149610,152380,153767,155971,159259,163391,168467,173636,179436
"2594",48141," TX","El Paso County",800647,820216,832915,831746,834992,833961,838014,840545,840758
"2595",48143," TX","Erath County",37890,38927,39414,39899,40532,41195,41376,41862,42446
"2596",48145," TX","Falls County",17866,17849,17574,17253,17214,17231,17311,17403,17335
"2597",48147," TX","Fannin County",33915,33876,33597,33513,33598,33500,33919,34572,35286
"2598",48149," TX","Fayette County",24554,24753,24666,24729,24792,24964,25051,25176,25349
"2599",48151," TX","Fisher County",3974,3961,3852,3873,3887,3893,3894,3904,3839
"2600",48153," TX","Floyd County",6446,6368,6349,6246,5947,5851,5863,5864,5837
"2601",48155," TX","Foard County",1336,1362,1311,1288,1276,1226,1201,1206,1200
"2602",48157," TX","Fort Bend County",585375,606063,624926,652050,684345,715067,743303,766136,787858
"2603",48159," TX","Franklin County",10605,10563,10638,10616,10568,10606,10673,10780,10766
"2604",48161," TX","Freestone County",19816,19599,19480,19595,19674,19745,19663,19654,19808
"2605",48163," TX","Frio County",17217,17493,17929,18406,18946,19269,19373,19564,19816
"2606",48165," TX","Gaines County",17526,17912,18315,18820,19350,20241,20480,20635,20901
"2607",48167," TX","Galveston County",291309,295576,301053,306614,313426,321003,328822,334304,337890
"2608",48169," TX","Garza County",6461,6576,6438,6392,6456,6418,6504,6559,6578
"2609",48171," TX","Gillespie County",24837,25053,25193,25385,25495,25954,26259,26530,26804
"2610",48173," TX","Glasscock County",1226,1238,1280,1271,1327,1379,1363,1360,1388
"2611",48175," TX","Goliad County",7210,7208,7332,7451,7505,7510,7506,7548,7584
"2612",48177," TX","Gonzales County",19807,19760,19937,20156,20366,20532,20817,20796,20826
"2613",48179," TX","Gray County",22535,22657,22919,22995,23435,23251,22721,22121,21895
"2614",48181," TX","Grayson County",120877,121417,121854,122371,123615,125647,128331,131214,133991
"2615",48183," TX","Gregg County",121730,122657,123098,123255,123174,123915,123551,123123,123707
"2616",48185," TX","Grimes County",26604,26652,26683,26796,27003,27305,27505,27977,28360
"2617",48187," TX","Guadalupe County",131533,135810,139656,142909,146848,150665,154638,159841,163694
"2618",48189," TX","Hale County",36273,36383,36257,35682,34463,34066,34163,34044,33830
"2619",48191," TX","Hall County",3353,3312,3267,3164,3074,3096,3115,3059,3028
"2620",48193," TX","Hamilton County",8517,8388,8248,8240,8159,8079,8231,8394,8484
"2621",48195," TX","Hansford County",5613,5581,5535,5548,5562,5647,5580,5483,5463
"2622",48197," TX","Hardeman County",4139,4159,4098,4066,3991,3915,3969,3964,3922
"2623",48199," TX","Hardin County",54635,55061,55117,55301,55508,55761,56260,57159,57207
"2624",48201," TX","Harris County",4092459,4179796,4264193,4355158,4458709,4561939,4629189,4664159,4698619
"2625",48203," TX","Harrison County",65631,66345,66271,66288,66610,66710,66640,66540,66726
"2626",48205," TX","Hartley County",6062,6030,6088,6001,6056,5700,5737,5721,5619
"2627",48207," TX","Haskell County",5899,5958,5883,5898,5809,5843,5796,5783,5813
"2628",48209," TX","Hays County",157107,163259,168518,176053,184895,194591,204358,214277,222631
"2629",48211," TX","Hemphill County",3807,3956,4092,4152,4164,4273,4098,3945,3825
"2630",48213," TX","Henderson County",78532,78792,78951,78639,79302,79507,80129,81061,82299
"2631",48215," TX","Hidalgo County",774769,795741,808835,819374,830824,841061,850798,858323,865939
"2632",48217," TX","Hill County",35089,35200,35157,34855,34776,34871,35173,35819,36354
"2633",48219," TX","Hockley County",22935,22929,23075,23414,23469,23317,23048,22995,22980
"2634",48221," TX","Hood County",51182,51558,52129,52866,53820,55290,56703,58154,60537
"2635",48223," TX","Hopkins County",35161,35253,35310,35303,35696,35990,36212,36493,36810
"2636",48225," TX","Houston County",23732,23428,23209,22809,22815,22758,22915,23116,23169
"2637",48227," TX","Howard County",35012,35016,35531,36218,36602,37282,36792,36198,36459
"2638",48229," TX","Hudspeth County",3476,3412,3358,3341,3308,3539,4246,4600,4795
"2639",48231," TX","Hunt County",86129,86701,87001,87465,88679,89719,91943,93927,96493
"2640",48233," TX","Hutchinson County",22150,22021,22021,21924,21921,21810,21562,21362,21198
"2641",48235," TX","Irion County",1599,1592,1573,1610,1574,1543,1562,1511,1522
"2642",48237," TX","Jack County",9044,9032,8995,8954,8885,8883,8779,8821,8843
"2643",48239," TX","Jackson County",14075,14048,14273,14612,14726,14810,14874,14818,14874
"2644",48241," TX","Jasper County",35710,36199,35851,35615,35421,35260,35416,35550,35872
"2645",48243," TX","Jeff Davis County",2342,2282,2296,2231,2217,2199,2232,2271,2252
"2646",48245," TX","Jefferson County",252273,253456,251604,253111,252915,255232,256311,256591,255001
"2647",48247," TX","Jim Hogg County",5300,5291,5280,5268,5334,5307,5275,5245,5248
"2648",48249," TX","Jim Wells County",40838,41211,41644,41679,41503,41526,41181,40930,40822
"2649",48251," TX","Johnson County",150934,152071,153405,154539,156754,159368,162793,167101,171361
"2650",48253," TX","Jones County",20202,20266,19870,20034,19846,19972,19969,19852,19817
"2651",48255," TX","Karnes County",14824,14955,14860,14728,14913,15400,15456,15516,15650
"2652",48257," TX","Kaufman County",103350,105213,106578,108284,110913,114140,118030,122845,128622
"2653",48259," TX","Kendall County",33410,34447,35586,37173,38402,39965,41919,43984,45641
"2654",48261," TX","Kenedy County",416,438,447,438,437,440,434,422,442
"2655",48263," TX","Kent County",808,812,825,781,748,747,748,760,726
"2656",48265," TX","Kerr County",49625,49617,49701,49775,50334,50854,51384,51850,52405
"2657",48267," TX","Kimble County",4607,4594,4526,4464,4466,4393,4415,4406,4362
"2658",48269," TX","King County",286,258,270,273,263,281,291,289,277
"2659",48271," TX","Kinney County",3598,3607,3639,3632,3555,3608,3670,3775,3767
"2660",48273," TX","Kleberg County",32061,32033,32105,32031,31910,31487,31447,31152,31129
"2661",48275," TX","Knox County",3719,3721,3729,3723,3802,3794,3733,3683,3653
"2662",48277," TX","Lamar County",49793,49854,49657,49095,49417,49380,49536,49597,49728
"2663",48279," TX","Lamb County",13977,14056,13861,13660,13484,13265,13205,13198,13158
"2664",48281," TX","Lampasas County",19677,19925,20060,20149,20113,20379,20560,20919,21229
"2665",48283," TX","La Salle County",6886,7001,7158,7449,7486,7650,7611,7567,7531
"2666",48285," TX","Lavaca County",19263,19310,19529,19634,19783,19916,19875,20019,20110
"2667",48287," TX","Lee County",16612,16555,16504,16551,16626,16873,16976,17139,17144
"2668",48289," TX","Leon County",16801,16830,16747,16629,16737,17034,17200,17249,17270
"2669",48291," TX","Liberty County",75643,75981,76371,76854,78056,79611,81513,83809,86323
"2670",48293," TX","Limestone County",23384,23592,23690,23448,23538,23475,23527,23517,23519
"2671",48295," TX","Lipscomb County",3302,3332,3447,3490,3553,3563,3499,3376,3355
"2672",48297," TX","Live Oak County",11531,11507,11655,11818,12057,12177,12029,12185,12166
"2673",48299," TX","Llano County",19301,19069,19262,19506,19662,20083,20606,21205,21646
"2674",48301," TX","Loving County",82,95,86,106,89,119,117,136,152
"2675",48303," TX","Lubbock County",278831,283395,285972,289545,294488,298365,302129,304875,307412
"2676",48305," TX","Lynn County",5915,5886,5796,5728,5799,5747,5775,5841,5877
"2677",48307," TX","McCulloch County",8283,8254,8242,8245,8157,8259,8127,7960,7987
"2678",48309," TX","McLennan County",234906,237850,239390,241477,243220,245523,247649,251147,254607
"2679",48311," TX","McMullen County",707,697,731,761,800,835,820,785,749
"2680",48313," TX","Madison County",13664,13749,13742,13819,13869,13970,14122,14255,14422
"2681",48315," TX","Marion County",10546,10477,10377,10281,10153,10135,10124,10073,9928
"2682",48317," TX","Martin County",4799,4885,4981,5272,5462,5653,5638,5562,5753
"2683",48319," TX","Mason County",4012,4033,4057,4121,4096,4058,4167,4203,4280
"2684",48321," TX","Matagorda County",36702,36684,36553,36518,36501,36775,37076,36811,36552
"2685",48323," TX","Maverick County",54258,55292,55808,56593,57197,57806,58134,58227,58485
"2686",48325," TX","Medina County",46006,46511,46804,47247,47839,48419,49280,50210,50921
"2687",48327," TX","Menard County",2242,2213,2204,2137,2128,2134,2093,2121,2139
"2688",48329," TX","Midland County",136872,140227,147356,152395,156787,162359,163862,165386,172578
"2689",48331," TX","Milam County",24757,24603,24111,24089,24145,24370,24691,24985,25131
"2690",48333," TX","Mills County",4936,4882,4830,4871,4871,4889,4890,4937,4921
"2691",48335," TX","Mitchell County",9403,9395,9331,9002,9074,8864,8477,8232,8145
"2692",48337," TX","Montague County",19719,19755,19476,19389,19368,19257,19396,19429,19596
"2693",48339," TX","Montgomery County",455746,471396,484622,498518,517328,536124,555703,572146,590925
"2694",48341," TX","Moore County",21904,22076,22438,22158,22006,21825,21810,21878,21485
"2695",48343," TX","Morris County",12934,12770,12703,12681,12606,12369,12426,12381,12339
"2696",48345," TX","Motley County",1210,1200,1197,1192,1149,1146,1169,1229,1234
"2697",48347," TX","Nacogdoches County",64524,65653,65869,65198,65248,65538,65693,65599,65711
"2698",48349," TX","Navarro County",47735,48077,48177,48060,47947,48209,48417,48779,49565
"2699",48351," TX","Newton County",14445,14561,14433,14341,14292,14159,14159,13930,13746
"2700",48353," TX","Nolan County",15216,15145,14937,15072,15128,15100,15015,14837,14751
"2701",48355," TX","Nueces County",340223,343252,347959,352996,356747,360616,361786,361014,362265
"2702",48357," TX","Ochiltree County",10223,10443,10616,10711,10727,10717,10290,10060,9947
"2703",48359," TX","Oldham County",2052,2071,2046,2088,2069,2064,2074,2113,2131
